Name,URL,TH_Description,EN_Description,metadata,Type,id
KINS STUDIO Cream Tank Top,https://drive.google.com/uc?export=download&id=1dRUAtCCwBxGTSk7MwOt77CmZ4WnJ_9nz,"เสื้อกล้ามสีครีมจากแบรนด์ KINS STUDIO

เสื้อกล้ามทรงเข้ารูปที่มาพร้อมกับดีไซน์เรียบง่ายและสีครีมที่ดูสบายตา เหมาะสำหรับการสวมใส่ในวันสบายๆ หรือใช้เป็นเสื้อซับในเพื่อเพิ่มความอบอุ่นในฤดูหนาว

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: ครีม

ทรง: เข้ารูป

ปกเสื้อ: ไม่มีปก

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี

จุดเด่น: ดีไซน์เรียบง่ายและสีที่เข้ากับทุกลุค

เหมาะสำหรับ: ใส่ในวันสบายๆ, ออกกำลังกาย, หรือเป็นเสื้อซับใน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","KINS STUDIO Cream Tank Top

This fitted tank top features a simple design in a soothing cream color, perfect for casual days or as a layering piece for added warmth during colder months.

Material: Cotton blend – soft and breathable fabric

Color: Cream

Fit: Fitted

Collar: None

Pocket: None

Print: None

Highlight: Simple design with versatile color

Ideal for: Casual wear, workouts, or as an undershirt

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""KINS STUDIO Cream Tank Top"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Tank Top"", ""style"": ""Casual"", ""color"": ""Cream"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Fitted"", ""collar"": ""None"", ""pocket"": ""None"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual wear"", ""Workouts"", ""As an undershirt""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This fitted tank top features a simple design in a soothing cream color, perfect for casual days or as a layering piece.""}",Shirt,10
H&M Black Tank Top,https://drive.google.com/uc?export=download&id=18TXVDvpJPIJ3agtvgYj9oK1ABBCTrmuh,"เสื้อกล้ามสีดำ จากแบรนด์ H&M

เสื้อกล้ามสีดำคลาสสิกจาก H&M ทำจากผ้าฝ้ายเนื้อนุ่ม สวมใส่สบาย ระบายอากาศได้ดี เหมาะสำหรับการสวมใส่ในวันสบายๆ หรือเป็นชั้นในเสื้อผ้าอื่นๆ

วัสดุ: ผ้าฝ้าย 100% – เนื้อนุ่ม ระบายอากาศดี

สี: ดำ

ทรง: พอดีตัว

ปกเสื้อ: ไม่มีปก

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี

จุดเด่น: ดีไซน์เรียบง่าย สวมใส่สบาย

เหมาะสำหรับ: ใส่สบายๆ ในชีวิตประจำวัน, ใส่เป็นชั้นใน, ออกกำลังกาย

คำแนะนำในการดูแล: ซักเครื่องด้วยน้ำเย็น / หลีกเลี่ยงการใช้สารฟอกขาว / รีดด้วยไฟอ่อน","H&M Black Tank Top

This classic black tank top from H&M is made from soft cotton, offering a comfortable and breathable fit. It's perfect for casual wear or as a layering piece under other clothing.

Material: 100% Cotton – soft and breathable

Color: Black

Fit: Regular fit

Collar: No collar

Pocket: No pocket

Print: None

Highlight: Simple and comfortable design

Ideal for: Everyday casual wear, layering, workouts

Care Instructions: Machine wash cold / Do not bleach / Iron on low heat","{""product_name"": ""H&M Black Tank Top"", ""brand"": ""H&M"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Tank Top"", ""style"": ""Casual"", ""color"": ""Black"", ""material"": ""100% Cotton"", ""features"": {""fit"": ""Regular"", ""collar"": ""No collar"", ""pocket"": ""No pocket"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Everyday casual wear"", ""Layering"", ""Workouts""], ""care_instructions"": [""Machine wash cold"", ""Do not bleach"", ""Iron on low heat""], ""description"": ""This classic black tank top from H&M is made from soft cotton, offering a comfortable and breathable fit. Perfect for casual wear or as a layering piece.""}",Shirt,11
CLASSIC STYLE Navy Zip-Front Polo Shirt,https://drive.google.com/uc?export=download&id=1oyuPwRKojQyNoCyge9PQcS2pvwruWu7b,"เสื้อโปโลซิปหน้าสีกรมท่า จากแบรนด์ CLASSIC STYLE

เสื้อโปโลแขนสั้นทรงพอดีตัว ดีไซน์เรียบง่ายและทันสมัยด้วยซิปด้านหน้า เพิ่มความสะดวกในการสวมใส่ ผลิตจากผ้าฝ้ายคุณภาพสูง เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี เหมาะสำหรับการใส่ในวันสบายๆ หรือวันทำงานที่ไม่เป็นทางการ

วัสดุ: ผ้าฝ้าย – เนื้อนุ่ม ระบายอากาศดี

สี: กรมท่า

ทรง: พอดีตัว

ปกเสื้อ: ปกโปโล

กระเป๋า: ไม่มี

ลายพิมพ์: ไม่มี

จุดเด่น: ดีไซน์ซิปหน้า เพิ่มความสะดวกและสไตล์

เหมาะสำหรับ: ใส่ทำงาน, วันสบายๆ, หรือกิจกรรมกลางแจ้ง

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","CLASSIC STYLE Navy Zip-Front Polo Shirt

This short-sleeve polo shirt features a sleek and modern design with a convenient front zip, crafted from high-quality cotton for a soft and comfortable feel. The breathable fabric makes it ideal for casual days or a relaxed work environment.

Material: Cotton – soft and breathable

Color: Navy

Fit: Regular fit

Collar: Polo collar

Pocket: None

Print: None

Highlight: Front zip design for added convenience and style

Ideal for: Work, casual days, or outdoor activities

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat","{""product_name"": ""CLASSIC STYLE Navy Zip-Front Polo Shirt"", ""brand"": ""CLASSIC STYLE"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Navy"", ""material"": ""Cotton"", ""features"": {""fit"": ""Regular"", ""collar"": ""Polo collar"", ""pocket"": ""None"", ""print"": ""None"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Casual days"", ""Outdoor activities""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""This short-sleeve polo shirt features a sleek and modern design with a convenient front zip, crafted from high-quality cotton for a soft and comfortable feel.""}",Shirt,12
KINS STUDIO Black Checkered Shirt,https://drive.google.com/uc?export=download&id=1y_KjOegGlYNOhp93V0ZzuesWU19ZZQxj,"เสื้อเชิ้ตสีดำลายตาราง จากแบรนด์ KINS STUDIO

เสื้อเชิ้ตแขนสั้นทรงพอดีตัวที่มาพร้อมกับลายตารางเล็กๆ สีดำคลาสสิก ให้ความรู้สึกเรียบหรูและทันสมัย เหมาะสำหรับการสวมใส่ในโอกาสทางการและกึ่งทางการ หรือวันทำงานที่ต้องการลุคที่ดูดีและมีสไตล์

วัสดุ: ผ้าฝ้ายผสม – สวมใส่สบายและระบายอากาศได้ดี

สี: ดำ

ทรง: Regular fit

ปกเสื้อ: ปกเสื้อแบบปกติ

กระเป๋า: ไม่มี

จุดเด่น: ลายตารางเล็กๆ สไตล์คลาสสิก

เหมาะสำหรับ: ใส่ทำงาน, งานเลี้ยง, หรือวันสบายๆ ที่ต้องการลุคเรียบหรู

คำแนะนำในการดูแล: ซักเครื่องในโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","KINS STUDIO Black Checkered Shirt

This short-sleeve shirt features a classic black checkered pattern with a regular fit, offering a sleek and modern look. Ideal for formal and semi-formal occasions or workdays when you want to look sharp and stylish.

Material: Cotton blend – comfortable and breathable

Color: Black

Fit: Regular fit

Collar: Standard collar

Pocket: None

Highlight: Classic small checkered pattern

Ideal for: Work, parties, or casual days with a touch of elegance

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat","{""product_name"": ""KINS STUDIO Black Checkered Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual / Formal"", ""color"": ""Black with small checkered pattern"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Standard collar"", ""pocket"": ""None"", ""print"": ""Checkered"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Formal events"", ""Casual elegance""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""Classic black checkered short-sleeve shirt with a regular fit, ideal for work and formal occasions.""}",Shirt,13
INCERUN Chocolate Brown Polo Shirt with Vertical Stripes,https://drive.google.com/uc?export=download&id=1SQHUo8SLmnotmFSmkzZKMY2awqDkbv_E,"เสื้อโปโลสีช็อกโกแลตจากแบรนด์ INCERUN

เสื้อโปโลแขนสั้นทรงพอดีตัว ดีไซน์ลายริ้วแนวตั้งที่เพิ่มความโดดเด่นและทันสมัยให้กับเสื้อผ้า เหมาะสำหรับใส่ในวันทำงานหรือวันหยุดสบายๆ ให้ลุคที่ดูเรียบง่ายแต่มีสไตล์

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้าสบาย ระบายอากาศได้ดี

สี: สีน้ำตาลช็อกโกแลต

ทรง: พอดีตัว

ปกเสื้อ: ปกโปโล

กระเป๋า: ไม่มี

ลายพิมพ์: ลายริ้วแนวตั้ง

จุดเด่น: ลายริ้วที่เพิ่มความทันสมัย

เหมาะสำหรับ: ใส่ทำงาน, วันหยุด, หรือใส่สบายๆ ในชีวิตประจำวัน

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","INCERUN Chocolate Brown Polo Shirt

This short-sleeve polo shirt from INCERUN features a sleek vertical stripe design that adds a modern touch to your wardrobe. Perfect for both workdays and casual weekends, it offers a simple yet stylish look.

Material: Cotton blend – comfortable and breathable

Color: Chocolate brown

Fit: Regular fit

Collar: Polo collar

Pocket: None

Print: Vertical stripes

Highlight: Modern vertical stripe design

Ideal for: Work, weekends, or everyday casual wear

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat","{""product_name"": ""INCERUN Chocolate Brown Polo Shirt with Vertical Stripes"", ""brand"": ""INCERUN"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Chocolate brown with vertical stripe design"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Polo collar"", ""pocket"": ""No pocket"", ""print"": ""Vertical stripes"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Weekends"", ""Everyday casual wear""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""This short-sleeve polo shirt from INCERUN features a sleek vertical stripe design that adds a modern touch to your wardrobe.""}",Shirt,14
INFLRUN Dark Green Striped Polo Shirt,https://drive.google.com/uc?export=download&id=1Ahf9CVxxsSm4mWXPPF7GDXAdOhkRvqjl,"เสื้อโปโลสีเขียวเข้มลายริ้ว จากแบรนด์ INFLRUN

เสื้อโปโลแขนสั้นทรงพอดีตัว ดีไซน์ลายริ้วในโทนสีเขียวเข้ม ให้ความรู้สึกเรียบง่ายแต่มีสไตล์ เหมาะสำหรับการสวมใส่ในทุกโอกาส ไม่ว่าจะเป็นวันทำงานหรือวันพักผ่อน

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: เขียวเข้ม

ทรง: พอดีตัว

ปกเสื้อ: ปกโปโล

กระเป๋า: ไม่มี

ลายพิมพ์: ลายริ้ว

จุดเด่น: ดีไซน์ลายริ้วคลาสสิก

เหมาะสำหรับ: ใส่ทำงาน, ใส่ลำลอง, หรือวันหยุดสบายๆ

คำแนะนำในการดูแล: ซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","INFLRUN Dark Green Striped Polo Shirt

This short-sleeve polo shirt by INFLRUN features a classic striped design in a deep green tone, offering a simple yet stylish look. Perfect for any occasion, whether it's a workday or a casual outing.

Material: Cotton blend – soft and breathable fabric

Color: Dark green

Fit: Regular fit

Collar: Polo collar

Pocket: None

Print: Striped pattern

Highlights: Classic striped design

Ideal for: Workwear, casual outings, or relaxed weekends

Care Instructions: Machine wash on gentle cycle / Avoid tumble drying / Iron on low heat","{""product_name"": ""INFLRUN Dark Green Striped Polo Shirt"", ""brand"": ""INFLRUN"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Dark green with striped pattern"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Polo collar"", ""pocket"": ""None"", ""print"": ""Striped"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Workwear"", ""Casual outings"", ""Relaxed weekends""], ""care_instructions"": [""Machine wash on gentle cycle"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""This short-sleeve polo shirt by INFLRUN features a classic striped design in a deep green tone, offering a simple yet stylish look. Perfect for any occasion, whether it's a workday or a casual outing.""}",Shirt,15
URBAN STYLE Brown Lace Pattern Shirt,https://drive.google.com/uc?export=download&id=1NPXzrcNEuKvZHz744zAexhCC35BvufjG,"เสื้อเชิ้ตลายลูกไม้สีน้ำตาล จากแบรนด์ URBAN STYLE

เสื้อเชิ้ตแขนสั้นทรงหลวมสไตล์ลำลอง มาพร้อมดีไซน์ลายลูกไม้ที่เพิ่มความมีเสน่ห์ให้กับเนื้อผ้าสีน้ำตาลเข้ม เหมาะสำหรับการสวมใส่ในวันพักผ่อนหรือวันทำงานที่ไม่เป็นทางการ

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: น้ำตาลเข้ม

ทรง: ทรงหลวม / สบายๆ

ปกเสื้อ: ปกเสื้อแบบปกติ

กระเป๋า: กระเป๋าหน้าอก 1 ช่อง

จุดเด่น: ลายลูกไม้ที่ให้ความรู้สึกหรูหรา

เหมาะสำหรับ: ใส่ทำงาน, เดินเล่น, หรือวันสบายๆ

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","URBAN STYLE Brown Lace Pattern Shirt

This short-sleeve casual shirt features a relaxed fit with an elegant lace pattern on a rich brown fabric, adding a touch of charm. Ideal for leisurely days or casual work settings.

Material: Cotton blend – soft and breathable

Color: Dark brown

Fit: Loose / Relaxed fit

Collar: Standard collar

Pocket: One chest pocket

Highlight: Elegant lace pattern

Ideal for: Casual work, strolls, or relaxed days

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""URBAN STYLE Brown Lace Pattern Shirt"", ""brand"": ""URBAN STYLE"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Dark brown with lace pattern"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Loose"", ""collar"": ""Standard collar"", ""pocket"": ""One chest pocket"", ""print"": ""Lace pattern"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual work"", ""Strolls"", ""Relaxed days""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This short-sleeve casual shirt features a relaxed fit with an elegant lace pattern on a rich brown fabric, adding a touch of charm. Ideal for leisurely days or casual work settings.""}",Shirt,16
White Eyelet Short-Sleeve Shirt,https://drive.google.com/uc?export=download&id=1iofYNN5K4OYhEvbZVtSWqIEirMVL-mRG,"เสื้อเชิ้ตแขนสั้นสีขาวลายฉลุ

เสื้อเชิ้ตแขนสั้นทรงหลวมสีขาว ดีไซน์ลายฉลุที่ให้ความรู้สึกหรูหราและมีสไตล์ เหมาะสำหรับการสวมใส่ในวันสบายๆ หรือออกงานที่ต้องการความเรียบง่ายแต่ดูดี

วัสดุ: ผ้าฝ้าย – นุ่มสบาย ระบายอากาศได้ดี

สี: ขาว

ทรง: ทรงหลวม (Oversized fit)

ปกเสื้อ: ปกเชิ้ต

กระเป๋า: กระเป๋าหน้าอก 1 ช่อง

ลายพิมพ์: ลายฉลุ

จุดเด่น: ลายฉลุหรูหรา

เหมาะสำหรับ: ใส่เที่ยว, วันหยุด, งานเลี้ยงสบายๆ

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อน","White Eyelet Short-Sleeve Shirt

This oversized white short-sleeve shirt features an elegant eyelet design, offering a touch of luxury and style. Perfect for casual days or events where simplicity meets sophistication.

Material: Cotton – soft and breathable

Color: White

Fit: Oversized fit

Collar: Shirt collar

Pocket: One chest pocket

Print: Eyelet design

Highlight: Elegant eyelet pattern

Ideal for: Casual outings, holidays, relaxed gatherings

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat","{""product_name"": ""White Eyelet Short-Sleeve Shirt"", ""brand"": ""Generic"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""White with eyelet design"", ""material"": ""Cotton"", ""features"": {""fit"": ""Oversized"", ""collar"": ""Shirt collar"", ""pocket"": ""One chest pocket"", ""print"": ""Eyelet design"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual outings"", ""Holidays"", ""Relaxed gatherings""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat""], ""description"": ""This oversized white short-sleeve shirt features an elegant eyelet design, perfect for casual days or events.""}",Shirt,17
UNKNOWN Red Zip-Front Polo Shirt,https://drive.google.com/uc?export=download&id=1hWT6ss5MTnfHwAOcHC8RXnnQ820G3WcG,"เสื้อโปโลซิปหน้า สีแดง จากแบรนด์ UNKNOWN

เสื้อโปโลแขนสั้นทรงพอดีตัว มาพร้อมดีไซน์ซิปด้านหน้าและกระเป๋าหน้าอกหนึ่งช่อง เพิ่มความโดดเด่นด้วยสีแดงสดใส เหมาะสำหรับการสวมใส่ในโอกาสลำลองหรือทำกิจกรรมกลางแจ้ง

วัสดุ: ผ้าฝ้ายผสม – สวมใส่สบาย ระบายอากาศดี

สี: แดง

ทรง: พอดีตัว

ปกเสื้อ: ปกโปโล

กระเป๋า: กระเป๋าหน้าอก 1 ช่อง

จุดเด่น: ดีไซน์ซิปหน้าและสีแดงสดใส

เหมาะสำหรับ: ใส่ลำลอง, ทำกิจกรรมกลางแจ้ง, หรือวันพักผ่อน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","UNKNOWN Red Zip-Front Polo Shirt

This short-sleeve polo shirt features a classic fit with a stylish front zip and one chest pocket. The vibrant red color adds a striking element, making it perfect for casual outings or outdoor activities.

Material: Cotton blend – comfortable and breathable

Color: Red

Fit: Regular fit

Collar: Polo collar

Pocket: One chest pocket

Highlight: Front zip design and vibrant red color

Ideal for: Casual wear, outdoor activities, or leisure days

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""UNKNOWN Red Zip-Front Polo Shirt"", ""brand"": ""UNKNOWN"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Red"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Polo collar"", ""pocket"": ""One chest pocket"", ""print"": ""Solid"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Casual wear"", ""Outdoor activities"", ""Leisure days""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This short-sleeve polo shirt features a classic fit with a stylish front zip and one chest pocket, perfect for casual outings.""}",Shirt,18
KINS STUDIO Cream Knit Polo Shirt,https://drive.google.com/uc?export=download&id=1ERt1hA9m_YRie8R1PEIDKyH93Uziu2D_,"เสื้อโปโลถักสีครีม จากแบรนด์ KINS STUDIO

เสื้อโปโลแขนสั้นทรงพอดีตัว ดีไซน์ลายถักเพิ่มความมีมิติในโทนสีครีม เรียบง่ายแต่ดูดี เหมาะสำหรับการสวมใส่ในทุกโอกาส ไม่ว่าจะเป็นวันทำงานหรือวันหยุดสบายๆ

วัสดุ: ผ้าฝ้ายผสม – เนื้อหนานุ่ม สวมใส่สบาย

สี: ครีม

ทรง: พอดีตัว

ปกเสื้อ: ปกโปโล

กระเป๋า: ไม่มี

ลายพิมพ์: ลายถัก

จุดเด่น: ลายถักเพิ่มมิติและความหรูหรา

เหมาะสำหรับ: ใส่ทำงาน, วันหยุด, หรือใส่สบายๆ ทุกวัน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","KINS STUDIO Cream Knit Polo Shirt

This short-sleeve polo shirt from KINS STUDIO features a textured knit design in a classic cream tone. Simple yet elegant, it's perfect for any occasion, whether it's a workday or a relaxed weekend.

Material: Cotton blend – soft and comfortable

Color: Cream

Fit: Regular fit

Collar: Polo collar

Pocket: None

Print: Knit texture

Highlight: Textured knit design for added elegance

Ideal for: Work, weekends, or everyday comfort

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""KINS STUDIO Cream Knit Polo Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Cream"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Polo collar"", ""pocket"": ""None"", ""print"": ""Knit texture"", ""lightweight"": false, ""breathable"": true}, ""ideal_for"": [""Work"", ""Weekends"", ""Everyday comfort""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This short-sleeve polo shirt from KINS STUDIO features a textured knit design in a classic cream tone. Simple yet elegant, perfect for any occasion.""}",Shirt,19
KINS STUDIO Navy Knitted Polo Shirt,https://drive.google.com/uc?export=download&id=1NVSCdOPEwtYM1HWcS4nMC265O-FpIinv,"เสื้อโปโลถักสีกรมท่า จากแบรนด์ KINS STUDIO

เสื้อโปโลแขนสั้นทรงพอดีตัว ดีไซน์ลายถักแนวตั้งสีกรมท่า ให้ความรู้สึกเรียบหรูและคลาสสิก เหมาะสำหรับการสวมใส่ในโอกาสที่เป็นทางการหรือกึ่งทางการ สามารถจับคู่กับกางเกงสแลคหรือยีนส์เพื่อสร้างลุคที่ดูดี

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: กรมท่า

ทรง: Regular fit

ปกเสื้อ: ปกโปโล

กระเป๋า: ไม่มี

ลายพิมพ์: ลายถักแนวตั้ง

จุดเด่น: ลายถักที่ดูเรียบหรู

เหมาะสำหรับ: งานทางการ, งานกึ่งทางการ, ใส่ทำงาน, หรือใส่สบายๆ ทุกวัน

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","KINS STUDIO Navy Knitted Polo Shirt

This short-sleeve polo shirt from KINS STUDIO features a classic vertical knit design in navy. The regular fit offers a sophisticated and timeless look, perfect for both formal and semi-formal occasions. Pair it with slacks or jeans for a polished appearance.

Material: Cotton blend – soft and breathable

Color: Navy

Fit: Regular fit

Collar: Polo collar

Pocket: None

Print: Vertical knit pattern

Highlight: Elegant knit design

Ideal for: Formal events, semi-formal occasions, work, or daily wear

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""KINS STUDIO Navy Knitted Polo Shirt"", ""brand"": ""KINS STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual / Formal"", ""color"": ""Navy"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Polo collar"", ""pocket"": ""None"", ""print"": ""Vertical knit pattern"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Formal events"", ""Semi-formal occasions"", ""Work"", ""Daily wear""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This short-sleeve polo shirt features a classic vertical knit design in navy, perfect for formal and semi-formal occasions.""}",Shirt,20
VINTAGE STUDIO Blue Striped Knit Shirt,https://drive.google.com/uc?export=download&id=1UvPz78btfLvhNDIaE1oh_9dtU07mLQX9,"เสื้อเชิ้ตถักลายทางสีฟ้า จากแบรนด์ VINTAGE STUDIO

เสื้อเชิ้ตถักแขนสั้นทรงพอดีตัว ดีไซน์ลายทางสีฟ้าและสีครีมที่ให้ความรู้สึกสดชื่นและคลาสสิก เหมาะสำหรับการสวมใส่ในวันสบายๆ หรือวันทำงานที่ต้องการความเป็นเอกลักษณ์

วัสดุ: ผ้าฝ้ายผสม – เนื้อผ้านุ่มสบาย ระบายอากาศได้ดี

สี: ฟ้าอ่อน (ลายทางสีครีม)

ทรง: พอดีตัว

ปกเสื้อ: ปกเปิด

กระเป๋า: ไม่มี

จุดเด่น: ลายทางคลาสสิกที่ดูสะอาดตา

เหมาะสำหรับ: ใส่ทำงาน, ลำลอง, หรือวันหยุดสุดสัปดาห์

คำแนะนำในการดูแล: ซักมือหรือซักเครื่องโหมดถนอมผ้า / หลีกเลี่ยงการอบร้อน / รีดด้วยไฟอ่อนด้านใน","VINTAGE STUDIO Blue Striped Knit Shirt

This short-sleeve knit shirt from VINTAGE STUDIO features a refreshing and classic blue and cream stripe design. Perfect for casual days or work settings where you want to stand out with a unique style.

Material: Cotton blend – soft and breathable

Color: Light blue with cream stripes

Fit: Regular fit

Collar: Open collar

Pocket: None

Highlight: Classic and clean stripe pattern

Ideal for: Work, casual outings, or weekend wear

Care Instructions: Hand wash or gentle machine wash / Avoid tumble drying / Iron on low heat inside out","{""product_name"": ""VINTAGE STUDIO Blue Striped Knit Shirt"", ""brand"": ""VINTAGE STUDIO"", ""category"": ""Men's Clothing"", ""type"": ""Shirt"", ""shirt_type"": ""Short-Sleeve Shirt"", ""style"": ""Casual"", ""color"": ""Light blue with cream stripes"", ""material"": ""Cotton blend"", ""features"": {""fit"": ""Regular"", ""collar"": ""Open collar"", ""pocket"": ""None"", ""print"": ""Striped"", ""lightweight"": true, ""breathable"": true}, ""ideal_for"": [""Work"", ""Casual outings"", ""Weekend wear""], ""care_instructions"": [""Hand wash or gentle machine wash"", ""Avoid tumble drying"", ""Iron on low heat inside out""], ""description"": ""This short-sleeve knit shirt from VINTAGE STUDIO features a refreshing and classic blue and cream stripe design. Perfect for casual days or work settings where you want to stand out with a unique style.""}",Shirt,21
